, Net Value Growth Rate, Quick Ratio, Accounts Receivable Turnover, Average Collection Days, Revenue per person, Allocation rate per person, Cash/Current Liability, Long-term Liability to Current Assets,Bankrupt?
19,0.0004448617704405,0.0435109989307375,0.0096253537987075,0.0006566560070362,0.0500359854883009,0.0002209109200213,0.0011486826371623,0.0,0.0
20,0.0005132866862731,0.0149334923710553,0.0014243251194546,0.0044377649786309,0.0311590264823818,0.0056712532867096,0.0163018154344307,0.0,0.0
21,0.0004789494564461,0.0037835922479092,0.0017733050632526,0.002840955182587,0.016380006756459,0.0076019493843069,0.0010028014568012,0.0051736979556781,0.0
22,0.0004289408746341,0.0079907721522619,0.0010063607681616,0.0062787927434814,0.0070149670255423,0.0110885218455768,0.0100920931875467,0.0027395754102184,0.0
23,0.0004829172032066,0.0195623884105419,0.0011138952857273,0.0056802025472104,0.0113772894848934,0.003042890847839,0.0058486282113418,0.0,0.0
24,0.0005131369599803,0.0136508764334294,0.0012173718969697,0.0051968900634881,0.0240999955936137,0.0019179792687541,0.013032711007981,0.0013471744345355,0.0
25,0.0007195346546745,0.0029488937437538,0.0004950645714343,0.0127804557312236,0.0035574225577603,0.0205538636364893,0.0058193719237531,0.0,0.0
26,0.0004439384583013,0.0032271265784722,0.0020715611780102,0.0030535785190656,0.0456560374836597,0.0448202873329779,0.0037024283802413,0.0011333802240081,0.0
27,0.0004377996802944,0.0042889030015458,0.0006107149016464,0.0103502307689023,0.014256128548977,0.0143124641459566,0.0003761188517395,0.0007596007828246,0.0
28,0.0004992623235095,0.0126832999162806,0.0004970935245959,0.0127334907372223,0.0339703009561858,0.0074046626127292,0.0102556370016625,0.0062769504929907,0.0
29,0.0005391144717898,0.0389476061370927,0.0018585210960405,0.0034028272926388,0.0405123158497716,0.0015460748552757,0.0539637051935115,0.0,0.0
30,0.0004956688924811,0.0026444596106986,0.0015704097470909,0.0040295964853106,0.0164651968920288,0.004231688156013,0.0015656392271125,0.0045843681188446,0.0
31,0.0004494034679903,0.0090612823414478,0.0006959309344343,0.0090966923835588,0.0318904866119296,0.0055091514170694,0.001662535509535,0.0043352885054272,0.0
32,0.000623659918486,0.006066848245823,0.0029703874286062,0.0021287950917311,0.0207247036705198,0.0083756653779107,0.0073745848664008,0.0011911005311717,0.0
33,0.0004249980822557,0.0765190202710712,0.0008420155620707,0.0075101294952971,0.0176490460173612,0.0029765924397598,0.0033500684828131,0.0013328856177126,0.0
34,0.0004376749083837,0.0053881098508148,0.0011362137705051,0.0055632170166981,0.102307477637589,0.000722094716047,0.0045351806421523,0.0,0.0
35,0.0005164059840408,0.0055727666200449,0.0041126880585961,0.0106875248167298,0.0263590029816547,0.0151775603563064,0.0023427706864642,0.0005674768622106,0.0
36,0.0005254644247583,0.004420533333666,0.0019741714262526,0.0032038664998697,0.016380006756459,0.0033284414591339,0.0018950423565348,0.0,0.0
37,0.0004880328515457,0.0094773839126523,0.0006796993091414,0.0093007766302189,0.0046707695019314,0.0054565248566001,0.0055823450108969,0.0,0.0
38,0.0004846141011923,0.0041816024464526,0.0008196970772929,0.0049714580922819,0.0141797511860523,0.0063201634067268,0.00164417954679,0.0353973050956875,0.0
39,0.0004831168382638,0.0114605726605672,0.001030708206101,0.0061396055794412,0.0513314630671386,0.0074821196611372,0.006341062445087,0.0,0.0
40,0.0004566152844292,0.0091504915238799,0.001458817323202,0.0043335880828462,0.0401363042169117,0.0050551656537854,0.0077257288536578,0.0072336074276794,0.0
41,0.0003798805593434,0.0033412893783679,0.0004707171334949,0.0088123406926055,0.0185626367815754,0.0110604241881725,0.0013986532521969,0.0019291385044933,0.0
42,0.0004994619585666,0.033031727276924,0.0012031692248384,0.0052549558742533,0.0239736791856998,0.0119840278640297,0.0622962477826701,0.0,0.0
43,0.0004588362244399,0.0066676065862577,0.0013350511803435,0.0047332174863481,0.021617731298562,0.0010739437354212,0.0675807624633811,0.0,0.0
44,0.000427169113502,0.002210266666833,0.0006533229180404,0.0044232485259396,0.0393196539517941,0.0328132887543977,0.000369539338395,0.0141708074907589,0.0
45,0.0004569147370149,0.0038472239724412,0.0006756414028182,0.0093639658948752,0.013380726466225,0.0067240860809684,0.0008723525594424,0.0,0.0
46,0.0005254644247583,0.0074630031429081,0.0008196970772929,0.0040372816661472,0.12527356315086,0.0100942970451166,0.0057795451478196,0.0023935390300891,0.0
47,0.0005297066697224,0.0059670337759689,0.0006999888407576,0.0090454578446483,0.0135746074644184,0.0049743911717663,0.0013449234617085,0.0,0.0
48,0.0004550930671186,0.0141081514734487,0.0008907104379495,0.0070934219121583,0.0149787759058796,0.0053385046426729,0.0226974273644231,0.0,0.0
49,0.0004658484058217,0.0152597609193911,0.0010794030819798,0.0106875248167298,0.1430342376217259,0.0029632724411692,0.008441389663686,0.000218824965487,0.0
50,0.0004676950301002,0.0016288473799325,0.0011544743489596,0.0054744104825866,0.0249078330860861,0.0057987734241599,0.0027993984808262,0.0096370345275732,0.0
51,0.0004491040154046,0.0010411896886661,0.007068872815071,0.00089489661297,0.0704169910256599,0.0158721605846967,0.0018709131863063,0.0,0.0
52,0.0006870440491259,0.0047617740524799,0.0038732715855254,0.002840955182587,0.0283565647812229,0.0078536722255963,0.0001820502378017,0.0025647325482578,0.0
53,0.0004379494065872,0.0086339516423847,0.0007669442950909,0.0082547381274629,0.013380726466225,0.0068024981481432,0.0024499246236156,0.0,0.0
54,0.0006680537643161,0.0062976692073608,0.0012295456159394,0.0051448016155957,0.0699528516663484,0.0096803215417501,0.0022108042380734,0.0,0.0
55,0.0004826177506209,0.067885692469123,0.0008196970772929,0.0099967124504199,0.0214150375277235,0.0208202133441555,0.0746042329178255,0.0,0.0
56,0.0004919007807776,0.0074966905264839,0.0008136102178081,0.0077688639167951,0.0142855044577942,0.0053656975454559,0.0038834570848306,0.0052694590348124,0.0
57,0.0004693669737037,0.0202286499968184,0.0007892627798687,0.0080182053394928,0.0358356711660767,0.0009815582357626,0.0171997713432081,0.0,0.0
58,0.0004700407420215,0.0153489701018232,0.0140281821594149,0.0004508639424123,0.0149258992700087,0.151388418849316,0.010551538894003,0.0,0.0
59,0.0008004617159601,0.0234570242561639,0.0003814431943838,0.0165385091603086,0.0083897595581863,0.011355273666408,0.0842040134956783,0.0,0.0
60,0.0004737838993428,0.001664406284818,0.0023109776510809,0.002840955182587,0.0223286282919378,0.0124312782317998,0.0008145404058865,0.0037501233425677,0.0
61,0.0004674454862788,0.0095410156371843,0.0007466547634747,0.0084801700986691,0.0147584565897507,0.0008279007425874,0.0028839988029022,0.0012502771339198,0.0
62,0.0004151161469276,0.0021765792832572,0.0019193896908889,0.0032960886699086,0.0073028509319507,0.0015910612656099,0.0021382114297203,0.0,0.0
63,0.0004169877255882,0.0028946196257706,0.000708104653404,0.0089182254063539,0.0135746074644184,0.0042278178167999,0.0093402289256745,0.0,0.0
64,0.0004516743167652,0.0085784298435283,0.0011544743489596,0.0054761183005503,0.0425568791034473,0.0097219905184731,0.0035258857551742,0.0,0.0
65,0.0005622970927995,0.0058160643903145,0.0017246101873738,0.0036649773500642,0.0291673398645771,0.0104613761006151,0.0030691250662785,0.0,0.0
66,0.0004878082621064,0.0217788934817408,0.0010794030819798,0.0058612312513609,0.0207100157161112,0.0009169688086346,0.0349884569331436,0.0,0.0
67,0.0004990377340702,0.0378047304572626,0.0038732715855254,0.0098131220193239,0.0280069914662985,0.0012011120238521,0.0443560033319448,0.0,0.0
68,0.0005983811293764,0.0050986478882377,0.0008196970772929,0.0128581614485712,0.0088098350542719,0.0108363466269768,0.0012072059581618,0.0043952888367611,0.0
69,0.0005213219973227,0.0070338009225352,0.0017530155316364,0.0036094732662445,0.0410939588443517,0.0102223700881688,0.0075018477538216,0.0032291197622768,0.0
70,0.0004711387348357,0.0118498490929984,0.0005518752599596,0.0114697054440967,0.0268936445221274,0.0111511509710254,0.0248380610734394,0.007659779634386,0.0
71,0.0004764290638498,0.0135186222608726,0.0007486837166364,0.0064982473518147,0.0146762040450626,0.0065731931158025,0.0024128904400546,0.0,0.0
72,0.0004379494065872,0.0124768087317698,0.0004991224777576,0.012686525743221,0.013380726466225,0.0038644583080776,0.0018709131863063,0.0089542536407237,0.0
73,0.0004289658290162,0.0488847604515108,0.0015298306838586,0.0041337733810953,0.0139506190972783,0.0001937180172382,0.136064616561217,0.0,0.0
74,0.000869460582582,0.0341920704889786,0.0007141915128889,0.0088456431428974,0.0040803137347061,0.005924986693824,0.0525620783216754,0.0017517035093252,0.0
75,0.0004676950301002,0.0072109716065263,0.0008196970772929,0.0060687311339484,0.0229484599679803,0.0018611305200524,0.0089595477049055,0.0,0.0
76,0.0004569396913971,0.0077050532323044,0.0006573808243636,0.0096107455906275,0.0154928543101802,0.0047534299875993,0.0036185096697403,0.0021623289625603,0.0
77,0.0004860115465922,0.0048297726600681,0.0006492650117172,0.0097260233031761,0.0146703288632992,0.0104324742168808,0.0021934427593829,0.0075102554464842,0.0
78,0.0004464588508976,0.0805858360771915,0.0033315410913739,0.0036444835345,0.0436026614573388,0.0265124770437364,0.106012206186679,0.0,0.0
79,0.0005580049390711,0.0156041208403879,0.0004707171334949,0.0134388195562235,0.0361264926633668,0.0154762299096095,0.0148285585254902,0.0067573846647148,0.0
80,0.0004606578943362,0.0085971450566259,0.0009820133302222,0.0064384737230858,0.0316202282508115,0.007141529810383,0.0098137984898463,0.0,0.0
81,0.0005617980051566,0.0104356028232523,0.0010753451756566,0.0058834328848888,0.131624634637134,0.003341158287977,0.004150883189925,0.0,0.0
82,0.0004641764622182,0.0054130634682783,0.0006188307142929,0.0102110436048622,0.0060279364892851,0.0065848543975874,0.0064617483647378,0.0067074767119299,0.0
83,0.000467320714368,0.0083463612011174,0.0010104186744849,0.0064982473518147,0.0286356359149861,0.0106446391755635,0.0096145240594896,0.0,0.0
84,0.0005616981876281,0.0095946659147309,0.0012214298032929,0.0051729806119965,0.0135746074644184,0.0030358036033059,0.0130304834165536,0.0,0.0
85,0.0004867601780565,0.0021310389313862,0.0006228886206161,0.0101435847952967,0.0046707695019314,0.0035633760757846,0.0034931430409943,0.0059254790908105,0.0
86,0.0004459847176369,0.0075553315275232,0.0011098373794041,0.0056981346358291,0.0141797511860523,0.0155392611482231,0.0004915762974153,0.0229989536622106,0.0
87,0.0004963177064167,0.0075846520280428,0.0010794030819798,0.0058535460705243,0.0502709927588385,0.0098927880853065,0.0053765199040853,0.0,0.0
88,0.0003755135424686,0.005061841302479,0.0012457772412323,0.0050764888970484,0.0030286561990511,0.0111158655407967,0.0115165429029661,0.0001074656318512,0.0
89,0.0005063493680377,0.0052365166247237,0.0006046280421616,0.0104723397533057,0.0069944038893703,0.0176188899093069,0.0013227783821906,0.018203295914295,0.0
90,0.0005001357268844,0.0108017971595297,0.0013857750093839,0.0045615817809979,0.1014732018271819,0.0073150416410801,0.0084006288173704,0.0,0.0
91,0.0003667295999548,0.0083819201060029,0.0006046280421616,0.0104612389365418,0.0024029493412452,0.0039497565632031,0.0029121779432771,0.0016987710066103,0.0
92,0.0004702154226965,0.0221482070202012,0.0011747638805758,0.0053796265856022,0.019109028685575,0.0022755584007295,0.0292465200250798,0.0,0.0
93,0.0005219957656406,0.0093544873466444,0.0014730199953334,0.0042926004517178,0.0135746074644184,0.0135780044500859,0.0237509546589303,0.0001061549786204,0.0
94,0.0003228847505317,0.0103270545872859,0.0009921580960303,0.0063701610045385,0.0114331037116461,0.009568584346026,0.0141056241152844,0.0036136470525719,0.0
95,0.0004641515078361,0.0129864863684626,0.0006533229180404,0.0044591127031769,0.0225783235168838,0.0064674373534077,0.0282839828332504,0.0,0.0
96,0.0004632281956968,0.005322606604973,0.0010591135503636,0.0059671159651092,0.0266204485701276,0.0169691252988141,0.0003601673881329,0.0228518396585358,0.0
97,0.0004569896001614,0.0059651622546591,0.0008196970772929,0.0061959635722428,0.0220319316128843,0.0001628558318246,0.00637722767445,0.0,0.0
98,0.0004879829427814,0.021043385607003,0.0006310044332626,0.0100248914468207,0.0184539459189519,0.00180865475202,0.0004271109643096,0.0,0.0
99,0.0004483304295582,0.0036432281496767,0.0015379464965051,0.0041090100206219,0.10434322811862,0.0134211300515906,0.0004589391177013,0.0029701604599677,0.0
100,0.0004983889201345,0.0058522471356366,0.0007628863887677,0.0082880405777548,0.0103168191765933,0.0002871087998093,0.0002583627523012,0.0,0.0
101,0.0005237425723905,0.0090038890212816,0.001030708206101,0.0061361899435139,0.0197993625427787,0.0173201198277126,0.0084515695715178,0.0,0.0
102,0.0010653275280124,0.0132828105758422,0.0007791180140606,0.0081146970544409,0.0087275825095838,0.0710576184435637,0.0199399465477782,0.0268443698083983,0.0
103,0.0005038040210593,0.0295513214811968,0.0011727349274142,0.0053924352203298,0.0309945213930056,0.0036717958378975,0.0327462218650491,0.0,0.0
104,0.0004645507779503,0.0035577620098641,0.0015095411522425,0.002840955182587,0.0310180221200593,0.0055690662786542,0.0018999477174366,0.0033453774836287,0.0
105,0.0005239671618298,0.0117469154209613,0.0020614164122021,0.0030672410627751,0.0226987647430342,0.0020246397857701,0.0137400020468207,0.0,0.0
106,0.0004628788343468,0.0139815118648213,0.0008765077658182,0.007213823078598,0.0933066991760058,0.0123767918979425,0.0023777176544002,0.0,0.0
107,0.0004590857682613,0.0061167554807501,0.0041126880585961,0.0120554870056401,0.0527297563268364,0.0034267581279762,0.005383325429467,0.0007318578177349,0.0
108,0.0005470000565466,0.0121935851735586,0.0008095523114848,0.0078072898209779,0.009288662367992,0.0005947756351792,0.0077058691948015,0.00080464988533,0.0
109,0.0004495531942831,0.0053806237655757,0.0009008552037576,0.00701998573972,0.0184363203736616,0.0097967835671629,0.0014026207923664,0.002164349754217,0.0
110,0.0004758052042962,0.0049932188544542,0.0008054944051616,0.0078508391790519,0.0670798877840283,0.0269839044655521,0.0003579042752539,0.0042135457644406,0.0
111,0.0005017328073415,0.0371590556053935,0.0041126880585961,0.0089762912171191,0.0310797115285754,0.0036589282166175,0.0837762678671828,0.0055821592460661,0.0
112,0.0004300388674483,0.0072995569485219,0.0008257839367778,0.0076629792030467,0.0136568600091065,0.0084826777439461,0.0051691993014099,0.0148232882744211,0.0
113,0.0004863858623243,0.0020973515478105,0.001903158065596,0.0033242676663094,0.0350278336736043,0.0096340785277752,0.0007795573918385,0.0154064065752267,0.0
114,0.0005254644247583,0.0054012104999831,0.0016028729976768,0.0039459134050901,0.0060484996254571,0.0042949707153548,0.0071543138964169,0.0045188411192169,0.0
115,0.0004376499540015,0.0088997076683714,0.0008176681241313,0.0077295841036303,0.0063540090771558,0.0080184380949547,0.0049111215951557,0.0214616087635202,0.0
116,0.0006130043973114,0.0031422842790962,0.0011118663325657,0.0056913033639744,0.0131486567865693,0.0081505322696568,0.0006556619108278,0.01157864136745,0.0
117,0.0003684015435582,0.0108186408513176,0.0038732715855254,0.0072531028917627,0.0046707695019314,0.0169349959439348,0.0075814415332679,0.0135361821461814,0.0
118,0.0006179453649755,0.0080119827271059,0.0011565033021212,0.0054684331197137,0.0186683900533173,0.0261096601806986,0.0028106871515183,0.0146669473334185,0.0
119,0.0003694745819903,0.0092153709292851,0.000253619145202,0.024920479726066,0.028782515459072,0.0117321542303034,0.0007421051705374,151000000.0,0.0
120,0.0004514996360902,0.0063400903570488,0.0006533229180404,0.0104048809437402,0.0220524947490563,0.0110545432831344,0.0018709131863063,0.0098321651486919,0.0
121,0.0004527224008151,0.0118230239542251,0.0013025879297576,0.0120554870056401,0.0163829443473407,0.0088146221616528,0.0131902147956569,0.0,0.0
122,0.0004473821630368,0.0060125741278398,0.0038732715855254,0.0095262086014251,0.0551532688042536,0.0023792030690081,0.0035785745222883,0.0222561462456771,0.0
123,0.0005552599570355,0.0058010922198363,0.0006208596674545,0.0101803028815159,0.013380726466225,0.0079506820266523,0.0011486826371623,0.0109023520734716,0.0
124,0.0004829671119709,0.00595767616942,0.0008907104379495,0.0120554870056401,0.115711704830868,0.0034367104288099,0.0028618798203807,0.0002021019732741,0.0
125,0.0004470078473047,0.007761822712034,0.0011483874894748,0.0055017355700055,0.016380006756459,0.0016433359770598,0.0055068160281111,0.0015999765807862,0.0
126,0.0004611070732148,0.0050774373133937,0.0006999888407576,0.0090317953009388,0.0127403316540105,0.0492274978855131,0.0117789347555894,0.0168995857580229,0.0
127,0.000421180061788,0.0480026500741746,0.0004504276018788,0.0106875248167298,0.0084367610122938,0.001455448600714,0.0915027356952849,0.0,0.0
128,0.0003691002662582,0.0022152573903257,0.0011707059742525,0.0054060977640393,0.0078228045180147,0.0098242277906741,0.0013720193726955,0.0,0.0
129,0.0004885568935707,0.0070163333903107,0.0005701358384141,0.0110777612214314,0.0339438626382504,0.0078786535059719,0.0045024720697614,0.0009808641781345,0.0
130,0.0018601745079906,0.0074723607494569,0.0008765077658182,0.0106875248167298,0.0121440007050218,0.0004163881823565,0.0008451837206612,0.0,0.0
131,0.0004379494065872,0.0063669154958221,0.0018260578454546,0.0034651626483133,0.0141797511860523,0.0128240925298583,0.0086406315262348,0.0076473988187653,0.0
132,0.0007625310551047,0.0057430750592336,0.0003205745995353,0.0196697933967218,0.0140387468237299,0.0018143346004756,0.0016830358953195,0.0027820273253781,0.0
133,0.0003622128567871,0.0026313589615302,0.0016272204356162,0.0038878475943249,0.0162272520306097,0.0271644532766367,0.0195396903838581,0.0354951967500406,0.0
134,0.000477527056664,0.0109814632052672,0.0011585322552828,0.0088123406926055,0.016380006756459,0.0057447394676132,0.002314947440721,0.0,0.0
135,0.0004616560696219,0.0389226525196291,0.0014344698852627,0.0044095859822301,0.0158071765345239,0.0042147491389374,0.0884683054296131,27000000.0,0.0
136,0.0004512750466509,0.0115285712681553,0.0006127438548081,0.0103229056814834,0.0085777653746162,0.0018512787475099,0.0051978052821604,0.00047664059306,0.0
137,0.0004103997687028,0.0008677620472945,0.0011423006299899,0.0055393075652066,0.006445074394489,0.0012591671120488,0.0005428073830774,0.0,0.0
138,0.0004316609022875,0.0043331956725436,0.0018747527213334,0.0033720865692925,0.0055961106296726,0.0576714722373279,0.0023859988162783,0.0740809126988223,0.0
139,0.0004694418368501,0.0572691759192601,0.0008075233583232,0.0078363227263606,0.0141797511860523,0.0088393018571546,0.0848974788004955,0.0,0.0
140,0.0006506356055812,0.0098498166532956,0.0014405567447475,0.0101487082491877,0.0539018550886418,0.000611815180546,0.0016941561305944,0.0,0.0
141,0.0005664644746171,0.0159790489427776,0.0008379576557475,0.0075528249443891,0.0229895862403243,0.0088617196661033,0.0034544305465711,0.0,0.0
142,0.0004864607254708,0.0006587755010374,0.194947906627576,3240000000.0,0.216732517662265,0.0220801846825344,0.0018619178256135,0.0006048809087143,0.0
143,0.0004374253645623,0.0073900138118272,0.0007689732482525,0.0082257052220803,0.0490048910888181,0.0041541808434595,0.0050969219694065,0.0008409943221329,0.0
144,0.0005179531557336,0.0126103105851998,0.0008095523114848,0.0078098515479235,0.0541074864503621,0.0139934878778211,0.0016941561305944,0.0089464299625161,0.0
145,0.0004543943444186,0.0169809366839387,0.0009820133302222,0.0064410354500313,0.0064950134394782,0.0056325498945784,0.0241230458094422,0.0046519545199074,0.0
146,0.0005073724977055,0.006771787939168,0.0008196970772929,0.0043216333571004,0.068572183951941,0.0078340692088026,0.0037425296507185,0.0,0.0
147,0.0004938222682026,0.0152104775249006,0.0007872338267071,0.0080369913370933,0.013380726466225,0.0012396143594008,0.0105246848125924,0.0,0.0
148,0.0004539950743044,0.0061342230129746,0.0007324520913434,0.0086407049872554,0.0709134438846702,0.0047140228974294,0.0024660390428532,0.0,0.0
149,0.0006750909000801,0.0049451831408369,0.0034755967658486,0.0018196800403045,0.0627645667787847,0.0120326332928489,0.007682721061776,0.0005674768622106,0.0
150,0.0006761140297479,0.0142740930295813,0.0006999888407576,0.0090224023021386,0.0087922095089816,0.0117747279616477,0.0107607391994031,0.0,0.0
151,0.0004699409244929,0.0045097425160982,0.0017834498290607,0.0035462840015882,0.0285181322797174,0.0189839635761874,0.0060620911492333,0.0156263121666734,0.0
152,0.0005137857739159,0.005481685916303,0.0038732715855254,0.0076330923886822,0.0092005346415404,0.0101882909974352,0.0049748040960948,0.0029308681809801,0.0
153,0.0005059251435413,0.0065621775524743,0.0005518752599596,0.0088123406926055,0.0108778990350014,0.0265319795322388,0.0098815162315772,0.0176175792745678,0.0
154,0.0004575385965685,0.0073850230883345,0.0038732715855254,0.0067262410499664,0.0139476815063966,0.0042329950237993,0.0146412721186944,0.0120284659819719,0.0
155,0.0004406444798585,0.0004816048170463,0.0063343917705659,0.0009982195997728,0.0543748072205984,0.0093468691996746,0.0009752440001255,0.0044803830289621,0.0
156,0.0005023067581307,0.0043319479916704,0.0007689732482525,0.0082171661322619,0.323663763347679,0.0312677668047238,0.0012736329187406,0.0,0.0
157,0.0004379494065872,0.0060269224578814,0.0011666480679293,0.0054180524897851,0.0888709369446117,0.0085097198542922,0.0066173608877285,0.0029984951431026,0.0
158,0.0004418422902013,0.0074954428456107,0.0006918730281111,0.0091487808314511,0.0461025512976808,0.0067174009496002,0.0006282429450634,0.0089542536407237,0.0
159,0.0003985713915676,0.0028047866029018,0.0006675255901717,0.0094877826972423,0.0141797511860523,0.0157473547111101,0.0006872825318872,0.0058040437885812,0.0
160,0.0004628039712004,0.0109777201626477,0.0007933206861919,0.0079627012556731,0.0933654509936401,0.004469940206275,0.000729771978735,0.0,0.0
161,0.0004591606314077,0.007825454436566,0.0004037616791616,0.0156504438191933,0.0457471028009929,0.0043389015786309,0.0025819932641914,0.0031567333692546,0.0
162,0.000488257440985,0.0133832488861329,0.0008440445152323,0.007488781770751,0.0343756884978629,0.0036958723636518,0.0202265263714574,0.0,0.0
163,0.0004080790111636,0.0113613820311496,0.0006999888407576,0.0090428961177028,0.0059985605804679,0.0040902951143702,0.0044630075038161,0.000677247053195,0.0
164,0.000440369981655,0.0264321192982544,0.0021446034918283,0.0029476938053172,0.023086526739421,0.004566145781001,0.0678822328484934,0.0,0.0
165,0.0004631283781682,0.0012907258633015,0.0008399866089091,0.0120554870056401,0.005372853722662,0.0049668012857769,0.0080370463758912,0.0046967258687213,0.0
166,0.0005152580824623,0.0110918829625434,0.0041126880585961,0.002840955182587,0.0104490107662706,0.0012605242439807,0.0007653836136584,0.0,0.0
167,0.0005804888373808,0.0068740977707685,0.0042465989672628,0.0014892172643317,0.0169704625236843,0.0031986091709849,0.0052895107495648,0.0011158798541364,0.0
168,0.000890771624931,0.0049776228435395,0.0014182382599697,0.0044591127031769,0.0337734823671107,0.000327068795581,0.0010632865412969,0.0,0.0
169,0.0004502768713653,0.0133957256948647,0.0004605723676868,0.0064982473518147,0.016380006756459,0.0090333214592666,0.0034122950706002,0.0008797768368884,0.0
170,0.0004554174740864,0.0046825463170332,0.0009941870491919,0.0063599140967564,0.0113655391213666,0.0094211093427626,0.0018709131863063,0.0055940464515043,0.0
171,0.0005545612343355,0.0153452270592037,0.0008196970772929,0.0135771528112818,0.0090007784615836,0.0013528594794936,0.0119948996822925,0.0047613485614436,0.0
172,0.0003967746760534,0.0063906214324125,0.0019944609578687,0.0031714179585598,0.0142443781854501,0.0191938666483169,0.0055274237166614,0.0,0.0
173,0.0004278927905841,0.013986502588314,0.0004463696955555,0.0141791586434802,0.0046707695019314,0.0023467324309344,0.0024453048334213,3590000000.0,0.0
174,0.0004776268741926,0.0084118644469592,0.0006959309344343,0.0090813220218856,0.0297666084044475,0.0102760521956962,0.0015818547697825,0.010180847722116,0.0
175,0.000493897131349,0.0216647306818451,0.0017591023911213,0.0035949568135532,0.0355977263046576,0.0007267692815901,0.0587296572421145,0.0,0.0
176,0.0004920505070705,0.0120313866600456,0.0017996814543536,0.0035146893692601,0.0475566587841311,0.0083228377608589,0.0218256084428935,0.0,0.0
177,0.0004565154669007,0.0058422656886512,0.0010286792529394,0.0061438751243505,0.011101155942012,0.0046590339221158,0.0040882515643164,0.0081750132440016,0.0
178,0.0004614813889469,0.0372725945648526,0.0006898440749495,0.0091590277392332,0.0060044357622313,0.0004491604053039,0.0482884663399935,0.0,0.0
179,0.0004511752291224,0.0069208858035127,0.0005437594473131,0.0116199934249008,0.0143765697751274,0.0071264003025499,0.001737156110866,0.0024264665814758,0.0
180,0.0004291654640734,0.0025920570140251,0.0011017215667576,0.0057425379028849,0.01041375967569,0.0236286722168001,0.0012567947985056,0.0095901869195336,0.0
181,0.0005227194427227,0.0387972605918748,0.0021608351171213,0.0029254921717894,0.0838417813551107,0.0073081051889838,0.0477013827110965,0.0,0.0
182,0.0004371758207408,0.0048927805441635,0.0010591135503636,0.0059696776920548,0.0205543233993802,0.0158292852684786,0.0034763449698358,0.0085381714134499,0.0
183,0.0003751142723544,0.0215268619453591,0.001205198178,0.0052515402383259,0.089003128534289,0.0007881920675437,0.0033877089600352,0.0,0.0
